OBJECTID,LON,LAT,CLASS,HEIGHT,TYPE,SOIL,AGE,SpanLength,MaxFloodDepth,MaxFloodDuration,MaxPeakWavePeriod,MaxSigWaveHt,MaxWaterVel,MaxWaveDir,MaxWindVel,MaxWSE
159,-94.90993695,29.22846841,five,25,1,Very Stiff,0,14.0036432,1.8752455,21.069487,2.6521474,0.72758483,0.37036773,331.11224,45.809662,3.158156
160,-94.91001931,29.22889517,five,25,1,Very Stiff,0,8.708753286,1.8752455,21.069487,2.6521474,0.72758483,0.37036773,331.11224,45.809662,3.158156
161,-94.91009512,29.2287874,five,25,1,Very Stiff,0,23.91370313,1.8752455,21.069487,2.6521474,0.72758483,0.37036773,331.11224,45.809662,3.158156
162,-94.91035945,29.22928382,five,25,1,Very Stiff,0,29.42762252,1.8752455,21.069487,2.6521474,0.72758483,0.37036773,331.11224,45.809662,3.158156
163,-94.91017307,29.22919952,five,25,1,Very Stiff,0,8.708753286,1.8752455,21.069487,2.6521474,0.72758483,0.37036773,331.11224,45.809662,3.158156
164,-94.91061534,29.22976985,five,25,1,Very Stiff,0,46.22675832,1.8752455,21.069487,2.6521474,0.72758483,0.37036773,331.11224,45.809662,3.158156
165,-94.91050179,29.22979809,five,25,1,Very Stiff,0,16.95365469,1.8752455,21.069487,2.6521474,0.72758483,0.37036773,331.11224,45.809662,3.158156
166,-94.91095666,29.23037793,five,25,1,Very Stiff,0,32.99270376,2.0157775,50.130139,2.5889512,0.76175352,0.40918789,337.52074,45.763802,3.1485966
167,-94.91119913,29.23083064,four,30,1,Very Stiff,0,19.83376891,2.0047433,55,2.4954603,0.75274619,0.39388313,341.78902,45.772578,3.1486181
168,-94.91130758,29.23101804,four,30,1,Very Stiff,0,18.38816605,2.0047433,55,2.4954603,0.75274619,0.39388313,341.78902,45.772578,3.1486181
169,-94.91152446,29.23142427,four,30,1,Very Stiff,0,33.83172142,2.0047433,55,2.4954603,0.75274619,0.39388313,341.78902,45.772578,3.1486181
170,-94.91190593,29.23212682,four,30,1,Very Stiff,0,36.33898319,2.3749032,55,2.3434908,0.7482992,0.42223215,343.93039,45.781468,3.1472568
171,-94.91216742,29.23259513,four,30,1,Very Stiff,0,29.20443008,1.4475025,11.952355,2.0224148,0.53880142,0.4321032,337.75224,44.753899,3.1375584
172,-94.91242291,29.23304904,four,30,1,Very Stiff,0,55.44870638,1.4475025,11.952355,2.0224148,0.53880142,0.4321032,337.75224,44.753899,3.1375584
173,-94.91263047,29.23344482,four,30,1,Very Stiff,0,23.9062768,1.4475025,11.952355,2.0224148,0.53880142,0.4321032,337.75224,44.753899,3.1375584
174,-94.91228605,29.23310291,four,30,1,Very Stiff,0,7.646694379,1.4475025,11.952355,2.0224148,0.53880142,0.4321032,337.75224,44.753899,3.1375584
175,-94.91281003,29.23292293,four,30,1,Very Stiff,0,50.9041749,1.4475025,11.952355,2.0224148,0.53880142,0.4321032,337.75224,44.753899,3.1375584
