,OBJECTID,LON,LAT,CLASS,HEIGHT,TYPE,SpanLength,geometry,Pf_PrePole
256,14532,-94.80853221,29.29876587,,,2,185.7397392,POINT (-10554037.528474875 3413727.4704566905),0.04
257,14533,-94.8076017,29.29900943,,,2,209.4771805,POINT (-10553933.944575498 3413758.560509573),0.04
258,14534,-94.83234422,29.27919798,,,2,100.2339982,POINT (-10556688.26930284 3411229.902163387),0.04
259,14535,-94.8320138,29.27932591,,,2,87.89711568,POINT (-10556651.48711669 3411246.229090434),0.04
260,14536,-94.83155765,29.27950771,,,2,140.9473355,POINT (-10556600.708730966 3411269.4311527754),0.04
261,14537,-94.82966072,29.28030791,,,2,120.5500426,POINT (-10556389.543449298 3411371.5564525444),0.04
262,14539,-94.82894095,29.28061283,,,2,36.78444146,POINT (-10556309.419019409 3411410.4719921555),0.04
263,14540,-94.82399109,29.28165476,,,2,136.8213056,POINT (-10555758.40312471 3411543.4496106105),0.04
264,15083,-94.81838308,29.29714113,,,2,44.89411582,POINT (-10555134.122307148 3413520.076835442),0.04
265,15182,-94.81505201,29.29706423,,,2,130.0230601,POINT (-10554763.30929095 3413510.26084237),0.04
266,15184,-94.81412419,29.29731025,,,2,149.8674004,POINT (-10554660.024841001 3413541.664387434),0.04
267,15401,-94.79758236,29.3026035,,,2,75.80868056,POINT (-10552818.596748615 3414217.3465433433),0.04
