OBJECTID,LON,LAT,CLASS,HEIGHT,TYPE,SOIL,AGE,SpanLength,MaxFloodDepth,MaxFloodDuration,MaxPeakWavePeriod,MaxSigWaveHt,MaxWaterVel,MaxWaveDir,MaxWindVel,MaxWSE
108,-94.91947479,29.22902028,five,20,1,Very Stiff,0,8.750766017,3.9617449,22.905829,12.394574,1.3470366,2.0361189,140.22501,47.011336,5.2521645
109,-94.91922611,29.23040084,five,20,1,Very Stiff,0,51.62889048,3.82223,23.914824,12.106094,1.5068076,1.8387971,138.78836,47.069406,5.2523328
110,-94.91981946,29.23016455,five,20,1,Very Stiff,0,73.35212331,3.82223,23.914824,12.106094,1.5068076,1.8387971,138.78836,47.069406,5.2523328
111,-94.9205389,29.22988127,five,20,1,Very Stiff,0,43.60589755,4.233558,25.215339,12.054207,1.3122071,1.802339,139.17543,47.058124,5.2492447
112,-94.92059989,29.22985967,five,20,1,Very Stiff,0,67.47919759,4.233558,25.215339,12.054207,1.1803633,1.802339,139.17543,47.058124,5.2492447
113,-94.92174675,29.22946484,five,20,1,Very Stiff,0,115.4330759,3.4353145,19.955389,11.530247,1.1573656,1.7082301,148.22525,46.988769,5.241912
114,-94.92266605,29.2291315,five,20,1,Very Stiff,0,79.69881658,3.5802594,21.052588,11.320409,1.1020692,1.5808109,149.25579,46.978029,5.2390308
115,-94.92317324,29.22893958,five,20,1,Very Stiff,0,59.4239834,3.8003568,24.21844,11.266164,1.0478288,1.3639278,144.023,46.967387,5.2382467
116,-94.92372962,29.22872982,five,20,1,Very Stiff,0,82.07154294,2.7274001,13.780538,11.771821,1.0478288,1.2699057,142.02203,46.909462,5.2315322
117,-94.92427434,29.22853147,five,20,1,Very Stiff,0,60.94666862,3.4552224,20.189446,11.907594,1.276182,1.1872291,129.15296,46.899046,5.2355204
118,-94.92482045,29.22832104,five,20,1,Very Stiff,0,62.00162425,3.4552224,20.189446,11.907594,1.276182,1.1872291,129.15296,46.899046,5.2355204
119,-94.92538407,29.22812246,five,20,1,Very Stiff,0,59.55317256,3.7965199,24.47586,11.766666,1.3646857,1.1951975,128.67059,46.888838,5.2390719
120,-94.92588637,29.22793311,five,20,1,Very Stiff,0,59.44933552,3.6328025,21.782678,11.939445,1.3714748,1.3635512,128.77775,46.83131,5.2379487
121,-94.92644811,29.22772553,five,20,1,Very Stiff,0,62.06497531,3.6846086,23.19521,11.916278,1.3990706,1.3435395,130.89726,46.821276,5.2388359
122,-94.92699722,29.22751648,five,20,1,Very Stiff,0,62.51452253,3.6846086,23.19521,11.916278,1.3990706,1.3435395,130.89726,46.821276,5.2388359
123,-94.927567,29.22730485,five,20,1,Very Stiff,0,57.22468298,3.6846086,23.19521,11.916278,1.4229119,1.3435395,130.89726,46.821276,5.2388359
124,-94.92802142,29.22712784,five,20,1,Very Stiff,0,53.97359934,3.6846086,23.19521,11.916278,1.4229119,1.3435395,130.89726,46.821276,5.2388359
125,-94.92829409,29.22763431,five,20,1,Very Stiff,0,15.41920408,3.7873814,24.328258,11.843275,1.4229119,1.3275533,130.8905,46.811645,5.239485
126,-94.92778876,29.22668625,five,20,1,Very Stiff,0,26.36382525,3.557046,21,12.046345,1.4190136,1.4964632,130.96513,46.764164,5.2354021
127,-94.92755572,29.22622583,five,20,1,Very Stiff,0,27.49494156,3.557046,21,12.046345,1.4190136,1.4964632,130.96513,46.764164,5.2354021
128,-94.92730282,29.22576422,five,20,1,Very Stiff,0,28.04480513,3.2662428,19.306562,12.236239,1.4125244,1.7770778,131.2832,46.651576,5.2261794
129,-94.92705974,29.22530751,five,20,1,Very Stiff,0,27.0723602,3.2662428,19.306562,12.236239,1.3850646,1.7770778,131.2832,46.651576,5.2261794
